PPP1R12B,axolotl_gene,human_gene,D0,D0.5,D1,D1.5,D2,D3,D4,D5,D7,D9,D10,D12,D14,D16,D18,D20,D22,D24,D26,D28,LFC,ME,LME
390,axo13721-f_at,AKAP8L,8942.286169,9263.636959,9084.94459,9369.718568,9582.889382,9818.629843,9825.478821,9743.862098,10130.20676,10114.74971,9503.531491,4293.820481,4274.798641,4436.132279,11075.25273,11069.64242,11851.60641,11840.59534,12145.60723,11929.22749,-1.06478725,9414.830871,13.20071946
10806,axo12548-f_at,RAC1,9488.807017,9999.623077,10435.709,10615.35501,10687.64224,10918.97643,10951.88817,10921.37589,10619.3806,10578.89265,10409.05156,4426.395141,4123.890698,4160.171736,10085.91254,9881.614093,9770.461547,9982.095562,9730.45802,10071.57716,-1.20222062,9392.963907,13.19736475
581,axo09722-f_at,ANXA2,9167.940718,10558.40287,11731.54172,11556.62889,11850.73566,12052.78564,12220.55342,11719.58611,11798.59132,10677.30552,11628.43237,4750.049821,4210.093505,3346.419489,7961.894281,7868.565882,7862.764886,9215.833903,8418.397983,8531.194263,-1.45397941,9356.385913,13.19173565
4173,axo11410-f_at,EIF1,8929.266786,11110.59917,10680.39956,9679.749517,9655.67231,9523.413107,10381.23167,10306.17232,11382.7932,10198.03094,10562.0042,4571.750797,4118.357256,3974.719455,10258.74763,9854.172423,10554.51745,10389.30121,10498.24099,10086.85637,-1.16768868,9335.799818,13.18855791
2356,axo07582-r_at,CD63,8866.155806,11034.47217,11479.0609,11566.56612,11362.3608,11084.86055,10647.37373,10346.24758,10362.80541,10451.04801,10055.36618,4193.435498,4018.006521,3962.551252,9671.567398,9508.506239,9754.539154,9298.446573,9091.099042,9815.778646,-1.16187912,9328.512379,13.18743132
6028,axo20700-f_at,HIST2H2AC,5181.165671,4299.851141,4732.645023,5698.600734,8508.192738,11036.33092,10506.61996,11761.48822,7398.263655,9246.630348,8891.881459,4200.200493,5091.702634,4922.614574,12212.66133,14591.64586,13452.28846,14421.38396,15090.37461,14271.47669,1.54228,9275.800924,13.17925614
337,axo12049-f_at,AGR2,7956.041025,12566.86351,12825.74492,13677.32048,13213.76526,11994.83756,9749.523536,10038.72899,9156.166611,8381.81521,9406.132894,3971.04697,3406.466326,4055.233298,11133.81966,8795.067898,8671.831446,9946.160524,7450.585045,8611.829252,0.781663,9250.449021,13.17530768
6019,axo10968-f_at,HIST1H1B,4591.385969,4543.555543,4619.07418,5054.893565,7567.179751,8151.495218,8446.611613,10149.52788,5892.266631,7634.542549,9633.491109,4722.103507,6078.284383,5733.761736,12063.55921,15370.99568,16478.43943,17178.14936,16914.99347,14025.66933,1.903573,9242.499006,13.17406727
2027,axo09975-f_at,CALR,7553.06245,9026.856765,10426.52652,10282.54667,10773.05646,11012.80993,9877.026052,9042.826071,9763.386985,9793.860964,10100.0443,4215.325376,4071.690141,4184.752981,10416.03803,9977.564606,9794.261499,10827.44332,11171.88494,11731.15141,0.635211,9202.105774,13.16774832
9734,axo18322-r_at,PERP,8457.332594,9777.622563,9868.909757,9974.286998,9841.837631,10067.55686,10660.11218,10337.00052,10544.95998,10839.06732,10630.64122,4487.493332,4358.500954,4289.242386,10151.33607,10094.97698,9566.390712,10019.37572,9390.068715,10416.70949,-0.97947987,9188.671099,13.16564051
8569,axo21241-f_at,MYL6,8860.49756,9534.132765,9504.947876,9940.474473,10022.5153,10265.21341,10305.5937,10257.03407,10337.83887,10181.89166,10333.49023,4437.566118,4059.070268,4067.371832,9923.442697,9868.417245,9715.018313,9466.608867,9710.548007,10028.3456,-1.1262384,9041.000943,13.14226679
947,axo20829-f_at,ATP5G2,11383.96886,10645.19679,10001.73039,9689.436156,9668.571255,9609.622216,9823.851246,9734.411182,9499.922311,9433.111466,9930.254656,4115.50339,3867.007856,3854.237637,9378.535879,9997.897354,9884.518671,10185.15983,9919.722176,9882.162062,-1.56248619,9025.241069,13.13974975
6620,axo08017-f_at,JUP,8287.665155,10124.96289,9619.118663,9702.111203,9646.012739,10777.2315,10837.15916,11141.78684,10006.15441,10528.99415,10541.20372,4275.294124,4209.304056,4002.522729,9753.274867,9435.871131,8716.29313,9443.690204,9170.324052,9487.366732,-1.05005612,8985.317073,13.1333537
6099,axo11577-r_at,HNRNPM,6076.492122,7346.146745,8074.314128,8733.989007,9279.27902,10454.98231,10709.74864,9872.987601,9667.901104,9534.780425,9249.534206,4066.647875,4120.719682,4263.885435,10870.93191,10700.83681,11578.83112,11294.11808,11803.40105,11581.10265,0.957892,8964.031496,13.129932
7866,axo11518-r_at,MDH1,11249.4044,9383.022438,8899.934481,9013.701757,9063.132115,9110.383058,8563.376254,9299.761485,9056.073802,9287.753707,10399.83486,4398.697364,4035.35234,3940.70678,9740.195404,10140.71671,10200.66792,10755.70894,10747.28031,10779.56246,-1.51332231,8903.263329,13.12011851
11868,axo18869-f_at,SFRS14,8891.148046,8788.017333,7735.441927,7934.958707,8109.577285,8487.035519,9068.693465,9061.178597,9089.397804,9288.854633,9351.181874,4013.766541,4009.173925,4326.843246,10304.98654,11294.33728,12223.71338,11647.8495,12166.0313,11782.64651,-1.14906471,8878.741671,13.11613951
7448,axo11763-f_at,LPO,6973.450642,8350.929093,10234.4858,9721.37723,11173.92174,10212.69497,9632.502901,9424.014215,8583.057809,10230.03883,9298.878411,4166.579465,3206.032689,4369.618161,10683.43526,12196.98544,11312.95345,10060.28113,9261.081728,7768.018924,0.80658,8843.016894,13.11032293
12400,axo12569-f_at,SNRPD1,8315.279258,8643.081201,8138.83734,8400.526292,8759.410101,8946.489617,9087.344141,9553.945952,9258.661971,9408.480327,9056.557158,4085.243933,3964.885477,4182.067203,10565.73126,10460.9119,11166.65912,11035.91783,11484.12247,11202.31282,-1.06848552,8785.823269,13.10096176
9781,axo08388-f_at,PGD,7197.324549,9117.382584,10032.85789,10682.99096,10816.68648,10297.21802,10399.73394,10767.0992,9329.105223,9354.766966,9947.946269,3920.002693,3680.117948,3720.841498,9910.918151,10316.88629,9208.835391,8644.003853,8866.874864,9374.629768,0.587726,8779.311127,13.09989203
13509,axo07949-f_at,TNC,1517.978666,1392.382817,2853.164079,5003.264473,7287.4128,11653.17127,14676.93399,14413.03959,16022.65938,16481.86638,14230.69992,6462.22631,5886.729007,4538.501441,11505.84245,8246.944596,7875.189915,7844.582763,8164.727382,8584.140654,3.4406562,8732.072894,13.09210846
10954,axo08656-f_at,RBM4,5532.573512,6871.803178,7423.655256,7710.913132,8882.487266,10507.12247,10629.15287,10199.94675,9956.327698,9423.472056,9059.376207,4140.264696,4292.380992,4235.615602,10749.78362,10158.54387,10612.97129,11136.93792,11687.11322,11044.48096,1.078896,8712.746128,13.08891179
11514,axo19874-f_at,S100A13,9470.376063,10002.02156,10304.65797,9742.268301,9699.105597,9223.310812,8630.347888,9218.92618,7281.439621,8639.762865,8665.732573,3736.652222,3646.853601,3981.746973,9521.96097,10461.39773,8891.406891,10705.57749,10461.67328,11851.45854,-1.37676943,8706.833856,13.08793248
11866,axo18861-f_at,SFRS14,6360.32601,7097.523473,7078.681752,7510.425864,7836.132083,8922.813683,8853.032485,8937.682002,8754.153707,8912.410695,8303.506571,3959.926425,4024.992864,4415.268935,10906.77533,10858.79955,11381.10487,11337.31194,12017.71505,11160.2676,0.91799,8431.442544,13.04156377
